	0	1	2	FoPHepN4_cfDNA_D10.chm13	FoPHepN1_cfDNA_D20.chm13	FoPHepN2_cfDNA_D10.chm13	FoPHepN1_cfDNA_D0.chm13	FoPHepN1_cfDNA_D10.chm13	FoPHepN4_cfDNA_D20.chm13	FoPHepN1_gDNA_D10.chm13	FoPHepN4_gDNA_D10.chm13	FoPHepN3_gDNA_D20.chm13	FoPHepN2_gDNA_D0.chm13	FoPHepN3_cfDNA_D10.chm13	FoPHepN3_cfDNA_D0.chm13	FoPHepN4_gDNA_D20.chm13	FoPHepN3_cfDNA_D20.chm13	FoPHepN1_gDNA_D0.chm13	FoPHepN2_gDNA_D20.chm13	FoPHepN4_gDNA_D0.chm13	FoPHepN2_cfDNA_D20.chm13	FoPHepN2_gDNA_D10.chm13	FoPHepN1_gDNA_D20.chm13	FoPHepN2_cfDNA_D0.chm13	FoPHepN4_cfDNA_D0.chm13
448	chr2	108174494	108174600			0.880925	1	1	0.3333333333	0.6667	1	0.658325	1	0.83335	0.92955	0.591675	0.8875	1	0.75	1	0.75	0.9375	0.433325	1	1
449	chr2	109179722	109180992	0.0773185567	0.03529411765	0.02102272727	0.003114953271	0.01086956522	0.03105283019	0.009708737864	0.01666666667	0.0264029703	0.008090291262	0.02621346154	0.02775130435	0.009803921569	0.05555454545	0.02546203704	0.01179911504	0	0.02037	0.01651621622	0.01314954128	0.02373275862	0.02201217391
450	chr2	110076327	110076490	0	0	0.1111111111	0.1	0.05909090909	0	0.125	0.06666	0.1212090909	0.0303	0.01818181818	0.03282727273	0.01667	0.09848181818	0.08484545455	0.05465454545	0.02272727273	0.08333	0.0303	0.06666	0.03333636364	0.09242727273
451	chr2	112686403	112686641	0.03571428571	0.05555555556	0	0	0.05555555556	0			0.05926666667	0.1111111111	0	0.09382222222		0.05555555556	0.1198444444	0.04211111111	0.1240777778	0.03703333333	0.04444444444	0.03241111111	0.2226666667	0.07583333333
452	chr2	113797464	113797583		0.04761428571		0.1944333333	0.07142857143	0	0	0.1156428571	0	0	0	0.2642857143	0.1428571429	0	0.3190428571	0.0368	0	0.2	0	0	0	0.02857142857
453	chr2	114008408	114009625	0.008960215054	0.007462686567	0	0.004901960784	0.006642391304	0.07743119266	0.01333333333	0	0.002631578947	0.01155148515	0.009295192308	0.01887079646	0.002475247525	0.01003975904	0.02380816327	0.003773584906	0.006116513761	0	0.006132075472	0.01444074074	0.008409174312	0.009985849057
454	chr2	118283338	118284105	0	0.2619	0.1925888889	0.1428571429	0.125	0.1714285714	0.1296222222	0.2407444444	0.2643333333	0.1296333333	0.1685222222	0.3536222222	0.2685222222	0.2222222222	0.2537	0.3981444444	0.06944444444	0.3407444444	0.2327111111	0.2499888889	0.2067888889	0.166
455	chr2	119266831	119267151	0	0.05555555556	0.02777777778	0	0.05263157895	0.1096473684	0.05882352941	0.01754736842	0.1149105263	0.01315789474	0.02704736842	0.1029473684	0.01754210526	0.06893157895	0.1447315789	0.02631578947	0.08333333333	0.04071052632	0.04448947368	0.09122631579	0.01504210526	0.03825263158
456	chr2	119444755	119445047	0	0.1111111111	0	0.1923076923	0.02272727273	0.01315789474	0.1176470588	0.01587142857	0.01587142857	0.06666666667	0.066665	0.49455	0.016665	0.05882352941	0.1333346154	0	0	0	0.50238	0.0294	0.1458769231	0.1133730769
457	chr2	119801376	119801496	0.14858	0	0.06666	0.1	0.08	0.2		0	0.03334	0	0	0.01538	0.08	0.13334	0.13928	0.1	0.075	0	0.02858	0.1	0	0
458	chr2	119922079	119922232	0.5555666667	0.6666666667	0.791675	1	0.875		1		0.8125	0.9375	0.916675	1	1	0.854175	0.875	0.95	0.85	0.95	1	0.8869	0.925	0.8125
459	chr2	120747763	120748275	0.1666647059	0.08257727273	0.08332777778	0.12083	0.03174285714	0.018335	0.1311565217	0.1086956522	0.1111111111	0.2072434783	0.1018652174	0.1221130435	0.03409090909	0.06818181818	0.09866956522	0.05072173913	0.08043478261	0.09545454545	0.1557913043	0.03699565217	0.1927086957	0.1849136364
460	chr2	120777982	120778482	0.04761904762	0.05882352941	0	0.1363636364	0.07692307692	0.02692307692	0.05576923077	0.04	0.01975185185	0.2307692308	0.05128076923	0.07995925926	0.09012222222	0.03205	0.1185576923	0.04905172414	0.1304347826	0.0471	0.1025615385	0.053332	0.1622	0.1125
461	chr2	120778834	120779060	0.3545363636	0.4791666667	0.3030272727	0.4285714286	0.2	0.353425	0.5166666667	0.5833333333	0.3286916667	1	0.5657416667	0.2392833333	0.2624916667	0.1428571429	0.5531916667	0.3949833333	0.1666666667	0.53334	0.2916666667	0.3413666667	0.4661416667	0.5986166667
462	chr2	120781305	120782049	0.1763618182	0.6344048387	0.13333125	0.4171162162	0.1949679245	0.1906460317	0.1083283333	0.1739130435	0.297758209		0.2975453125	0.2904656716	0.2027343284	0.09090909091	0.2270787879	0.179161194	0.09195172414	0.1535960784	0.2833328358	0.2739636364	0.4073597015	0.2617701493
463	chr2	120782057	120782430	0.25	0.7894736842	0.2456105263	0.2142857143	0.2045105263	0.3812684211	0.52222	0.05882352941	0.3738789474	0.2058823529	0.07407222222	0.3387368421	0.4561421053	0.1	0.2027421053	0.3184210526	0.07894210526	0.1166684211	0.4087684211	0.3575052632	0.5201526316	0.1862210526
464	chr2	127406248	127406778	0.11905	0.12222	0.11111	0.45	0	0.1178571429	0.25	0.2692307692	0.3035714286	0.2211538462	0.1589769231	0.2491	0.1374935484	0.1630928571	0.2129032258	0.2166681818	0.1138866667	0.05967741935	0.138021875	0.2298827586	0.274903125	0.20554375
465	chr2	127661827	127662256	0.5	0.56666	0.8020875	0.875	0.7041875	0.1428571429	0.5	0.5104125	0.6250125	0.9083375	0.7395875	0.717025	0.2729125	0.3499875	0.933325	0.24375	0.95	0	0.1604125	0.1958375	0.8125125	0.9730125
466	chr2	127851218	127851711	0.119790625	0.08333333333	0.09797878788	0.2142857143	0.08974230769	0.113615625	0.1034448276	0.2083333333	0.05490294118	0.139783871	0.1020428571	0.1648894737	0.1041666667	0.04444333333	0.1276171429	0.1320368421	0.1355566667	0.05252424242	0.07916666667	0.09573947368	0.1600527778	0.07525151515
467	chr2	128111221	128111306	0.3333333333	0.1666666667	0.8889	0.5	0.1389	0.2777666667	0.8333333333	0.6666666667	0.5068333333	0.5	0.06666666667	0.1944333333	0	0.3333333333	0.4	0.3865333333	0.4333333333	0	0.5277666667	0.2083333333	0.1990666667	0.3796333333
468	chr2	128526975	128528283	0	0.0208325	0.01182	0.016666	0.0123462963	0.008571428571	0.01344032258	0.01715735294	0.01482394366	0.01425774648	0.006060606061	0.0300084507	0.01014492754	0.004830434783	0.0218557377	0.01351549296	0.01368059701	0.02222222222	0.01142857143	0.005867142857	0.01356901408	0.01215774648
469	chr2	128742346	128742502	0	0	0.33332	0.7	0.7	0		0.1	0		0.28332	0.85548	0	0.31666	0.62	0		0.15668	0	0	0.80834	0.97778
470	chr2	130306724	130307551	0.1	0.3452357143	0	0.03921176471	0.09574468085	0.05740666667	0.07894736842	0.3636363636	0.06170212766	0.06423541667	0.04365	0.05192291667	0.04386326531	0.04955135135	0.06447368421	0.05470909091	0.1137673913	0.02941176471	0.06112857143	0.04923061224	0.04450833333	0.2899795918
471	chr2	130352624	130353368	0.28	0.25	0.2384615385	0.1	0.1649	0.1620484848	0.1818181818	0.140625	0.1420393939	0.1329787879	0.06321724138	0.1526969697	0.2977766667	0.1574055556	0.18489375	0.2011482759	0.1224484848	0.3129121212	0.1025606061	0.2271363636	0.2970181818	0.1912870968
472	chr2	130363627	130364171	0.6201342857	0.8641424242	0.9526710526	0.9301810811	0.9013157895	0.8538657895	0.9824578947	0.9565789474	0.9875736842	0.8868368421	0.9405405405	0.9492157895	0.9880921053	1	0.9473736842	0.9507184211	1	0.9644394737	0.9562973684	0.9332631579	0.9926894737	0.9559605263
473	chr2	132855232	132855302	0.2222166667	0.1944333333	0.2753833333		0.3611	0.1666666667	0.3333333333	0.25	0.4666666667	0.3666666667	0.4075333333	0.30125	0.4	0.2277833333	0.55555	0.3548666667	0.1388833333	0.25	0.4388833333	0.4	0.5132166667	0.5278
474	chr2	134007695	134007995	0.05	0	0	0.3	0.4318181818	0	0.125	0	0.01389166667	0.49305	0.1875	0.414925	0	0.07893333333	0.3472166667	0.01389166667	0.25555	0	0.03899166667	0	0.6357416667	0.4711416667
475	chr2	134114014	134114603	0	0	0.015625	0.3111133333	0.1319416667	0.04444	0.1666666667	0.11979375	0.01041875	0.31354375	0.1969727273	0.15615625	0.025	0.046875	0.0833375	0.1193	0.11145625	0	0.015625	0.00390625	0.2078125	0.0935375
476	chr2	134219645	134219771		0	0.5	0.45835	0.5	0	0.1666666667	0.25	0.083325	0.520825	0.291675	0.5	0.0625	0.5	0.54165	0.08335	0.4375	0.125	0.29445	0.25	0.5625	0.503475
477	chr2	134283732	134283836	0.125		0	0.19285	0.125	0	0	0	0.05	0		0.221425	0	0	0.216675	0	0.0625	0	0	0	0.125	0.125
478	chr2	150037468	150038408	0	0	0	0	0.082332	0.02127659574	0	0	0	0.007407843137	0	0.001633333333	0	0	0.1859686275	0	0	0	0	0	0.008278431373	0.007515686275
479	chr2	150570775	150570957	0.1666666667	0.06666	0.56	0.5	0.66	0.0893	0.4	0.7	0.40476	0.41666	0.45142	0.3885	0.38332	0.56666	0.68334	0.52666	0.31	0.31666	0	0.36514	0.49544	0.48054
480	chr2	150585610	150585827	1	0.291675	0.625	1	0.9375	0.875		1	0.25		0.833325	0.977275	0.916675	0.875	1	0.88095	1	0.608325	0.9375	0.3476	0.96875	1
481	chr2	151712771	151712999	0.3889	0.3333333333	0.2	0.8571428571	0.2685222222	0.0416625	0.1111111111	0.2685222222	0.4370333333	0.4370333333	0.3148111111	0.7619888889	0.2592555556	0.4907333333	0.7611111111	0.3039666667	0.5555555556	0.1481444444	0.2292444444	0.1642	0.7834	0.7566111111
482	chr2	155150420	155151665	0.1176470588	0.05743243243	0.05945223881	0.09350519481	0.1426185714	0.08617804878	0.1017311688	0.1182926829	0.128294186	0.1043505747	0.1056404762	0.1226428571	0.175	0.2685185185	0.1123247059	0.1643183099	0.1111106061	0.1180925	0.04166585366	0.1329113924	0.1088310345	0.1087285714
483	chr2	155151697	155152048	0.8611111111	0.6	0.9479166667	1	0.8195458333	0.8288875	0.729175	0.9402791667	0.975	0.9791666667	0.8778208333	0.9705666667	1	0.854175	0.8787833333	1	0.7826086957	0.9288166667	0.8611125	0.972225	0.9124666667	0.9138583333
484	chr2	155152066	155152271	0.8636363636	1	0.8974384615		0.8742153846	0.8541666667	0.7628230769	1	1	0.9846153846	0.8717923077	0.9930076923	1	0.8448692308	0.9871769231	0.9743615385	1	0.8975846154	0.9230769231	1	0.9548153846	0.9801307692
485	chr2	155152282	155152533	0.9027833333	0.89167	0.95	1	0.742535	0.938335	0.837505	0.965	1	0.95	1	0.971365	1	0.97619	0.94356	1	1	1	0.975	1	0.937915	0.965405
486	chr2	157256314	157256604	0.5	0.3	0	0.6	0.4333333333	0.23334	0.1944333333	0.5	0.49445	0.3611166667	0.25	0.3842333333	0.2916666667	0.36666	0.5041666667	0.34445	0.2529833333	0.34445	0.8333333333	0.4222166667	0.3807666667	0.2751333333
487	chr2	158328014	158328456	0	0	0	0.0303	0.1	0	0	0	0	0	0.04545454545	0.05578181818		0	0.2727272727	0	0.0433	0.04545454545	0.02272727273	0	0.0815	0.02525454545
488	chr2	160255897	160256102	0.83335	0.75	0.8	0.6	0.68		0.5	0.93334	0.58334	1	0.70334	0.77132	1	0.8889	0.81666	0.69364	0.8	0.61666	0.8012	0.63334	0.88182	0.725
489	chr2	162529944	162530082	0	0.09721666667	0.2777833333	0	0.275		0	0.2222166667	0.1666666667	0.2658833333		0.14545	0.25	0.1666666667	0.1916666667	0.08863333333	0	0.28055	0.04166666667	0.09388333333	0.1420666667	0.2401833333
490	chr2	162774523	162774941	0.7893909091	0.6818181818	0.6071428571	0.7976214286	0.5833357143	0.5095214286	0.6869142857	0.5512923077	0.7142857143	0.5523857143	0.5047571429	0.6682	0.6700714286	0.6369	0.7261857143	0.6892857143	0.6081642857	0.7	0.5821428571	0.4886428571	0.7011357143	0.6886714286
491	chr2	165474230	165474435	0		0.1428571429	0.1428571429		0	0.1428571429	0.1041625	0.125	0.1979125	0.1770875	0.1646375	0.1366125	0	0.2333375	0.116675	0.1875	0.05625	0.0833375	0.0520875	0.3357125	0.1751625
492	chr2	166031652	166031834		0.7166666667	0.5277833333	0.6666666667	0.52		0.7500166667	0.6833333333	0.6972166667	0.7083333333	0.4722166667	0.7218833333	0.4166666667	0.6111166667	0.625	0.4722166667	0.7527833333	0.1666666667	0.6805666667	0.6031666667	0.7236166667	0.6888833333
493	chr2	168285421	168285786	0.6388833333	0.9	0.5555666667	1	0.8277833333	0.40555	1	1	0.1666833333	1	0.9583333333	0.9277666667	0	0.3333333333	1	0.3194333333	1	0.3	0.9583333333	0.1477833333	1	0.9576666667
494	chr2	168915175	168915246	0	0	0.083325	0	0.375	0	0	0.077775	0	0.047725	0.125	0.124075	0.083325	0	0.10415	0	0.027775	0	0.083325	0.07145	0	0.099225
495	chr2	169387472	169387650	0.2179461538	0.9166666667	0.8974384615	0.6805583333	0.6871846154	0.2673090909	0.8512846154	0.9743615385	0.7961538462	0.5897461538	0.3512615385	0.6676538462	0.3512769231	0.9166666667	0.5782076923	0.7948846154	0.3692230769	0.9615307692	0.7860846154	0.5	0.6126384615	0.5641
496	chr2	170248579	170248744	0.8564833333	0.25	1	1	0.96875	0.94815	1	1	0.9957277778	1	0.9675944444	0.9861111111	1	0.8611111111	1	1	0.9240777778	0.9907388889	0.9861111111	0.9920611111	0.9775611111	0.9907388889
497	chr2	171007162	171007671	0	0.2222222222	0.25	0.55	0.4	0.07142857143	0.2962888889	0.06481111111	0.1463	0.4308666667	0.3125	0.5830666667	0	0	0.6083333333	0.01852222222	0.1772555556	0	0	0.05555555556	0.3833333333	0.4177777778
498	chr2	171221457	171221625		0.5270875	1	1	0.916675	0.916675	0.96875	0.975	0.9427125	1	1	0.991075	0.59165	1	0.8573625	0.8562375	0.984375	0.70625	0.8958375	0.6644375	0.9318875	1
499	chr2	171450546	171451232	0.09326226415	0	0.3895875	0.2564115385	0.1570519231	0.169706383	0.1136363636	0.203332	0.191664	0.2190622951	0.2782732143	0.240015	0.05431034483	0.2716074074	0.2324689655	0.09358653846	0.226865	0.03205	0.09182666667	0.261009434	0.2121983333	0.2358241379
500	chr2	174477609	174478112	0.8095285714	1	0.9375	1	0.885425	0.55555	1	1	0.9285625	0.8802125	0.78125	0.953125	1	0.96875	0.9642875	0.9613	0.816675	0.65	0.8035625	0.9583375	0.85695	0.8958375
501	chr2	176490722	176491162	0.145	0.50002	0.1179461538	0.2307692308	0.2487230769	0.2948692308	0.2294846154	0.2222222222	0.1474384615	0.3012846154	0.3846230769	0.3639615385	0.2124538462	0.2756384615	0.2271230769	0.2167076923	0.1474307692	0.2948692308	0.2674076923	0.25	0.3623538462	0.3742076923
502	chr2	176555427	176555934	0.8424272727	0.884	0.978668	1	0.962572	0.921284	0.84	0.986664	0.98	0.984	0.928788	0.95786	1	0.8846153846	0.992	1	0.931332	1	1	1	0.980808	0.982004
503	chr2	176561330	176561567	0	0.30555	0.325	1	0.6296333333	0.15	0.64937	0.20166	0.25833	0.2857142857	0.4206444444	0.60477	0.1851888889	0.42763	0.70429	0.11667	0.55	0.20833	0.175	0.36857	0.6222222222	0.59476
504	chr2	176627996	176628077	0	0.07142857143	0.3333333333	0.30555	0.05	0.1309571429	0	0.04761428571	0.04761428571	0.07142857143	0.5	0.3789428571	0.3309428571	0.3333428571	0.18055	0.3333285714	0.4523857143	0.2108857143	0.3023285714	0.2466	0.3214285714	0.2785714286
505	chr2	177035841	177036705	0.07692307692	0.058335	0.01785714286	0.1388875	0.115332	0.1336851852	0.05172413793	0.03444333333	0.05172413793	0.06008	0	0.10871	0.09805666667	0.03426	0.09555333333	0	0.04	0.03868928571	0.07611	0.02619333333	0.1694366667	0.1298166667
506	chr2	177647215	177647687	0.2142857143		0.6666666667	0.5	0.583325	0.07142857143	0.385425	0.64375	0.3125	0.5	0.7381	0.7080375	0.4999875	0.5	0.70625	0.395825	0.666675	0.479175	0.78125	0.3767875	0.652825	0.7226125
507	chr2	177693811	177694243	0.05555	0	0.1666666667	0.1666666667	0.25	0.2499833333	0.08333333333	0.08333333333	0.04166666667	0.6138833333	0.09721666667	0.4236166667	0.03333333333	0.1226166667	0.16665	0	0.2916666667	0	0	0.03333333333	0.2407	0.4684166667
508	chr2	180045594	180045700		0.375			0.333325	0.125	0.3333333333	0.333325	0.270825	0.875	0.25	0.81895	0.290175	0.53215	0.8616	0.598225	0.55	0.125	0.416675	0.5	0.84205	0.838075
509	chr2	181948568	181948840	0.1666666667	0.09803529412	0.07254705882	0.02941176471	0.1176470588	0.03571428571	0.1127470588	0.08823529412	0.1568647059	0.1938	0.1372529412	0.08342941176	0.2352941176	0.08725294118	0.1394764706	0.04901764706	0.1764705882	0.03125	0.04818823529	0.08365882353	0.1389823529	0.1166
510	chr2	183526652	183528126	0.01057164179	0.005555	0.04513854167	0.03584193548	0.03439363636	0	0	0.02739726027	0.008849253731	0.02220567376	0.0206664	0.02520064935	0.00395037037	0.005617977528	0.0260046875	0.01558776978	0.03007518797	0	0.009452985075	0.04310344828	0.01619862069	0.01233219178
511	chr2	187078455	187078533		0.1666666667	0.3555666667	0.7222333333	0.4428666667		0.08333333333		0.3254333333	0.4166666667	0.6667	0.6666666667	0.3333333333	0.2777666667	0.5	0.1666666667	0.6666666667	0.06666666667	0.06666666667	0.08333333333	0.7	0.3518333333
512	chr2	188043069	188043553	0.25	0.08333333333	0.75	0.3	0.3425142857	0.1428571429	0.3809571429		0.07142857143	0.7619142857	0.4666571429	0.6571428571	0.2	0.1071428571	0.5	0.1857142857	0.5833285714	0.1825428571	0.3214285714	0.1214285714	0.7607142857	0.6475428571
513	chr2	190832960	190833080	0	0	0		0.375	0.05	0.2625	0.333325	0.0774	0.208325	0.07145	0.097225	0.297625	0.041675	0.1131	0	0.05	0.145825	0.181575	0.19295	0.26665	0.114575
514	chr2	192043997	192044480	0	0.05555555556	0	0.2916625	0	0.3571428571	0.1203666667	0.03125	0	0.1534444444	0	0.1717	0.02222222222	0.09074444444	0.08333333333	0.02222222222	0.08928888889	0.06481111111	0.08333333333	0.02777777778	0.1503111111	0.1073222222
515	chr2	197076391	197076590	0	0.1666666667	0.04828888889	0.2592555556	0.114575	0.02222222222	0.1666666667	0.03703333333	0.1111111111	0.3333333333	0.09258888889	0.2518444444	0.03703333333	0.1111111111	0.2202444444	0.03131111111	0.01388888889	0.1661333333	0.1666666667	0.1388888889	0.1446222222	0.08888888889
516	chr2	197411226	197411504	0.125	0.07777777778	0.2426	0.2	0.3214285714	0.2037	0.2222222222	0.1759222222	0.1666666667	0.2592444444	0.1740777778	0.1913888889	0.2111111111	0.1666666667	0.2407444444	0.09258888889	0.1963	0.1018555556	0.3333222222	0.1317888889	0.1638888889	0.1296333333
517	chr2	198793513	198793744	0.25		0	0.4285714286	0.375	0.04166666667	0.1666714286	0.2976142857	0.1551	0.2125857143	0.1666571429	0.3317571429	0.1547571429	0.1904714286	0.4166714286	0.1561285714	0.3095285714	0	0.1190428571	0.2333285714	0.3392857143	0.2326571429
518	chr2	200463503	200463595	0.5	0		0.1333333333		0.1333333333	0	0.1111	0	0		0.1989333333	0	0	0.3111	0.03333333333	0.05556666667	0	0.08333333333	0	0.05556666667	0.1527666667
519	chr2	201070060	201070119	0	0.25	0.2777833333	0.3083333333	0	0.06858	0	0	0.1111333333	0.2777666667	0	0.14815	0		0.17	0.04166666667	0.3333333333	0	0	0.03518333333	0.2847166667	0.25
520	chr2	201344675	201345390	0.375	0.35	0.8125	0.8888888889	0.525	0.5	0.5	0.575	0.52667	0.83821	0.7238	0.79642	0.65167	0.55333	0.76333	0.44832	0.60834	0.5625	0.2	0.43195	0.70611	0.81627
521	chr2	201600553	201601159	0	0.08333333333	0.2666666667	0.3833333333	0.1153846154	0.2179461538	0.3	0.05952142857	0.1555533333	0.4333333333	0.3571428571	0.3299666667	0.02222	0.1388866667	0.3540533333	0.02222	0.3	0	0.1499933333	0.13088	0.30608	0.3836
522	chr2	201715705	201715908	0.2277833333	0	0.25		0	0.1666666667	0	0	0.04166666667	0.04233333333		0.06363333333	0.125	0.1666666667	0.09721666667	0.02381666667	0.07936666667	0.2222166667	0.02778333333	0	0.2916666667	0.1075833333
523	chr2	201716744	201717145		0.06666	0.5285714286	0.7	0.45	0.7428571429	1	0.6238142857	0.5648571429	0.6758428571	0.5285714286	0.7044285714	0.449	0.7222166667	0.8333285714	0.6894	0.6071428571	0.875	0.6590285714	0.3666714286	0.7555714286	0.8255857143
524	chr2	204015644	204016038	0	0.2142857143	0.13333	0.25833	0.1791625	0.375	0.18833	0.18333	0.29999	0.03333	0.15	0.09243	0.26936	0.09166	0.28333	0.05	0.17082	0.1648111111	0.25667	0.22476	0.28637	0.20834
525	chr2	204297252	204297673	0	0.04761428571	0.1428571429	0.07142857143	0.4693857143	0.09524285714	0.1190428571	0.07142857143	0.07142857143	0.1666571429	0.07142857143	0.2269857143	0.06428571429	0	0.2466	0.3081714286	0.1	0.02381428571	0	0.1855	0.1297571429	0.1885
526	chr2	204807731	204807980	0.2			0	0.2	0	0	0	0	0.15	0	0.08286	0	0	0.12024	0	0.04	0	0	0.02858	0.16222	0.05
527	chr2	206249023	206249428	0	0	0.08333333333		0	0	0	0.03333333333	0.06666666667	0.08333333333	0.05555	0.22025	0.075	0	0.2278	0.06666666667	0.2194333333	0	0.1166666667	0.05555	0.1651666667	0.2027666667
528	chr2	206640220	206640517	0.09524285714	0	0.083325	0.1875	0.2895875	0.125	0.2857142857	0.141375	0.2250125	0.4291625	0.43125	0.2364625	0.0416625	0.09375	0.28125	0.1756125	0.4880875	0.083325	0.2375	0.1223375	0.3799625	0.381425
529	chr2	207030689	207030775		0.875	1	1	0.816675	0.35415	0.7	0.25	0.4866	0.83335	0.833325	0.86055	0.3125	0.25	1	0.391875	0.916675	0.62085	0.854175	0.595	0.975	0.85565
530	chr2	207123988	207124211	0.08333	0	0.09258888889	0.22	0	0.175	0.2222222222	0.23333	0.285	0.24833	0.19667	0.2550333333	0.285	0.10833	0.30499	0.2	0.1	0.15625	0.2037	0.25166	0.30346	0.27298
531	chr2	214895094	214895802	0	0.1388888889	0.11145625	0.1008789474	0.094345	0.09375	0.058335	0.1125	0.06	0.079165	0.075	0.1635	0.079165	0.057145	0.14417	0.08627	0.091665	0.068815	0.082625	0.105	0.10375	0.10807
532	chr2	216600571	216600653	0.6111166667	0.4166666667	0.81945		0.3611166667	0.4444333333	0.69445	0.6111166667	0.4166666667	0.5436666667	0.7527833333	0.6246	0.1111	0.7777833333	0.5916666667	0.55	0.1889	0.5972166667	0.6623666667	0.5103833333	0.6315	0.5972166667
533	chr2	218383209	218383323	0.4722166667	1	0.80555		1	0.875	1	0.5	0.06666666667	0.8817333333	1	0.9663333333	0.1666666667		0.7777666667	0.20555	0.9722166667	0.6111166667	0.6666666667	0.575	0.88195	0.8333333333
534	chr2	218383360	218383594	0.8889	0.8	0.96		1	0.63334	0.93334	0.75	0.76666	0.95556	0.9	0.98182	0.75	1	0.87	0.775	0.96	0.85	0.93334	0.59334	0.955	0.9346
535	chr2	218553453	218554153	0.1060636364	0.2692307692	0.2619	0.1777733333	0.2820461538	0.2016733333		0.2307692308	0.22762	0.2233333333	0.3333333333	0.1847	0.3009533333	0.2954545455	0.2444466667	0.2038866667	0.2155533333	0.14762	0.29772	0.21386	0.2346266667	0.2196533333
536	chr2	218786976	218787292	0	0		0	0.03571428571	0.08333333333	0.1326571429	0.1190428571	0.08332857143	0.5	0.2380857143	0.1742428571	0.1428571429	0.02857142857	0.2857142857	0.07937142857	0.1775571429	0.1292428571	0.1071428571	0.1	0.1142857143	0.2309571429
537	chr2	218892131	218893543	0.07142857143	0.1379310345	0.07976142857	0.09259259259	0.1016949153	0.05955882353	0.25	0.2352941176	0.07214029851	0.08968181818	0.1045086957	0.08523661972	0.08871846154	0.1111083333	0.08827222222	0.05780571429	0.0486915493	0.03125	0.06691492537	0.03333380282	0.08569178082	0.09471470588
538	chr2	219336134	219336471	0	0	0.1361083333	0.09090909091	0	0	0.08194166667	0.03333333333	0.2291583333	0.06944166667	0.1944416667	0.1379	0.082175	0.1944416667	0.1494083333	0.1488083333	0.05238333333	0.07638333333	0.065275	0.1138833333	0.1020583333	0.1747
539	chr2	219361782	219362217	0	0.02243653846	0.05370222222	0.022915	0.04091666667	0.01447678571	0.006666	0.03819166667	0.02619122807	0.04194915254	0.004716981132	0.06466491228	0.02	0.04700769231	0.05420535714	0.03580185185	0.03273653846	0.01811521739	0.0163509434	0.06920847458	0.07118644068	0.02064561404
540	chr2	219381110	219381668	0.02272727273	0.02916875	0.02836808511	0	0.05548571429	0.03277833333	0.01418510638	0.04661016949	0.02	0	0.04151454545	0.05728870968	0.04846	0.03260869565	0.1081915254	0.0212637931	0.0375	0.05689038462	0.03521451613	0.04389016393	0.0677296875	0.04338571429
541	chr2	219386976	219387136	0.3125	0.1428571429	0.116675	0.2619	0.1428571429	0.0678625	0.1666625	0	0.1875	0.208325	0.1666625	0.0962125	0.2271875	0.1874875	0.1559	0.0774	0.1041625	0	0.14375	0.134675	0.2226625	0.2170125
542	chr2	219449554	219450541	0.1785714286	0.265	0.05493703704	0.1956521739	0.1071428571	0.08372916667	0.15365	0.1428571429	0.05309666667	0.2083321429	0.07868275862	0.12175	0.1436724138	0.1311642857	0.1034482759	0.1955533333	0	0.09722083333	0.07996896552	0.1911066667	0.07156	0.07516
543	chr2	219546352	219546856	0.05806451613	0.1363636364	0.1975296296	0.1989193548	0.07976428571	0.1156575758	0.07878787879	0.05107419355	0.0701969697	0.163130303	0.08502580645	0.1819424242	0.06720322581	0.1203703704	0.1553424242	0.1102090909	0	0.1436758621		0.05194848485	0.1759030303	0.1281939394
544	chr2	219547320	219547998	0.4247322581	0.5674619048	0.687804878	0.883335	0.8012884615	0.3420825	0.479495122	0.4038461538	0.39254	0.9639926829	0.8699170732	0.9097658537	0.4166655172	0.6296333333	0.9140219512	0.6161414634	0.8292731707	0.1481472222	0.5833333333	0.3824878049	0.9239292683	0.9183414634
545	chr2	219548020	219548522	0.752975	0.8620724138	0.8448275862	0.8448275862	0.9537055556	0.76683	0.8698129032	0.9018387097	0.7840612903	0.7749612903	0.8704354839	0.8528032258	0.8655967742	0.9137931034	0.8269096774	0.7864419355	0.8636363636	0.559996	0.9333333333	0.8140903226	0.8408290323	0.8231258065
546	chr2	219548536	219549754	0.05020232558	0.08710933333	0.04803921569	0.07751860465	0.04301075269	0.05511021898	0.07566176471	0.04732824427	0.03605757576	0.06650526316	0.07131065574	0.08321884058	0.1071428571	0.1145833333	0.06174397163	0.05283138686	0.04432659574	0.01239669421	0.03703703704	0.03502556391	0.1266842857	0.080175
547	chr2	219997767	219998169	0.3095285714	0.6111133333	0.4444444444	1	0.7490722222	0.4006555556	0.7731555556		0.4141555556	0.8351888889	0.5842611111	0.75355	0.3305555556	0.52083125	0.9101888889	0.2985388889	0.8235294118	0.2948	0.5046222222	0.4669333333	0.9260555556	0.85
548	chr2	223140134	223140250	0.1222166667	0.1666666667	0.1611166667	0.4166666667	0.31665	0.1666666667	0.5833333333	0.25	0.5	0.4441166667	0.8611166667	0.3388833333	0.44445	0.4138833333	0.23332	0.5138833333	0.2972166667	0.25	0.5	0.5306	0.6607166667	0.7738
