	0	1	2	FoPHepN4_cfDNA_D10.chm13	FoPHepN1_cfDNA_D20.chm13	FoPHepN1_cfDNA_D0.chm13	FoPHepN4_cfDNA_D20.chm13	FoPHepN1_cfDNA_D10.chm13	FoPHepN1_gDNA_D10.chm13	FoPHepN4_gDNA_D10.chm13	FoPHepN4_gDNA_D0.chm13	FoPHepN3_cfDNA_D10.chm13	FoPHepN2_gDNA_D0.chm13	FoPHepN4_gDNA_D20.chm13	FoPHepN3_cfDNA_D20.chm13	FoPHepN2_cfDNA_D0.chm13	FoPHepN2_gDNA_D10.chm13	FoPHepN1_gDNA_D0.chm13	FoPHepN2_cfDNA_D20.chm13	FoPHepN3_gDNA_D20.chm13	FoPHepN4_cfDNA_D0.chm13	FoPHepN2_gDNA_D20.chm13	FoPHepN2_cfDNA_D10.chm13	FoPHepN1_gDNA_D20.chm13	FoPHepN3_cfDNA_D0.chm13
120	chr4	8207447	8207701	0.76667	0.68333	0.75	0.56905	0.75	0.89167	1	0.92167	0.80834	0.93334	0.96667	0.9	0.86452	0.7083375	0.83334	0.7777777778	0.62667	0.91667	0.48901	0.96	0.2222222222	0.97662
121	chr4	25354555	25354792	0.083325		1	0	0.16666	0.55334	0.2	1	0.51332	1	0.2	0.28334	0.92222	0.1	1	0.2	0.23334	0.90474	0.11428	0.3	0.1	0.98182
122	chr4	37459214	37459388	0	0		0.09526666667	1	0.30952	0.19998	0.92666	0.39	0.93334	0	0.6666666667	0.94464	0	0.90952	0.36666	0.2	0.93334	0	0.25	0	0.96666
123	chr4	126859898	126860089	0.23334	0.4	0.9	0.3	0.66666	0.60002	0.875	0.64666	0.3333333333	0.8857	0.4	0.35	0.74086	0.33332	0.77224	0.25	0.35	0.7297	0.29334	0.708325	0.07858	0.85
124	chr4	187675298	187675457	0.1666666667		0.8333333333		0.9166666667	1	0.6666666667	0.75	0.8889	0.5555666667	0.8111	0.5	0.9127	1	1	0.6666666667	0.5	0.9023666667	0.7555666667	0.1666666667	0.4139	0.9167
125	chr4	189082717	189082852	1	1	0.8333333333	0.8333333333	0.8889	0.8889		1	0.9166666667	0.8889	0.8333333333	1	0.9333333333	0.8889	1	1	0.3333333333	1	0.9166666667	1	0.6547666667	1
126	chr5	1481682	1481984	0.34666		1	0	0.6278	0.5	0.2	1	1	1	0.4166666667	0.3055666667	0.98485	0.6111	0.8902833333	0.09721666667	0.1785833333	0.9761833333	0.3658833333	1	0.1222166667	0.9697
127	chr5	16444047	16444181		0.875	0.825		0.645825	1	1	1	0.8369	0.9375	0.708325	1	0.96875	1	0.95	0.443375	0.36665	0.9126	0.701175	1	0.540225	1
128	chr5	34734387	34734474	0.3333333333	0.08333333333	1		0.6666666667	0.7833333333	0.8889	1	1	1	0		0.9444333333	0.7777666667	0.8879666667		0	1	0.06666666667	1	0	0.9804
129	chr5	34934036	34934138	0	0.375	1	0.5	0.0625	0	1	0.6875		0.75	0	0.1125	0.67975	0.041675	0.666675	0	0.129175	0.729175	0	0.22915	0.035725	0.830925
130	chr5	68057903	68058134	0	0	1	0	0.33334	0	0	0.77712	1	0.92	0	0.2	0.94826	0	1	0	0	0.8	0	0.05	0	0.93506
131	chr5	69061903	69062152		0.4	0.75	0.2	0.4285714286	0		0.8095285714	0.291675	0.8476142857	0.07142857143	0.1666666667	0.7176857143	0.04761428571	0.8714285714	0	0.1190428571	0.7333285714	0	0.2857142857	0.02975714286	0.8895142857
132	chr5	74094096	74094359	0.8889		1	1		0.8222	1	0.9107	1	0.9166666667	0.9333333333	1	0.8926	1	0.9333333333	0.7777666667	0.9523666667	1	0.9419333333	0.6666666667	0.8333333333	0.9804
133	chr5	74981681	74981901	0.25	0.25	1		1	0.1	0.41665	0.958325	0.75	1	0.191675	0.708325	0.897225	0.1875	0.975	0.125	0.333325	0.94445	0.154175	1	0.25	1
134	chr5	76985865	76986019		1	1		0.6666666667	1	1	0.9444333333	0.8055666667	1	0.8888666667	1	0.9107	1	0.8134666667	1	0.7296333333	0.8	0.9444333333	1	0.3	1
135	chr5	96358595	96358768	0		1	0	0.83335	0	0	1	0.553575	1	0	1	0.984375	0	0.964275	0	0	0.885425	0	0.7875	0	0.947925
136	chr5	96793740	96793829		0.8889	1	0.6666666667	0.8333333333	0.7222333333	1	0.9523666667	1	1	1	0.6111	1	0.8222333333	1	0.7389	0.9333333333	0.9523666667	1	0.9333333333	0.8889	1
137	chr5	109989685	109989843	0.4722166667	0.4	0.94445	0.5	0.94445	0.6317333333	0.5944333333	1	0.75	0.95535	0.19445	0.5833333333	0.8389	0.5333333333	0.9722166667	0.125	0.06885	0.9260666667	0.39305	1	0	0.8794833333
138	chr5	125423203	125423538	0.21334	0.35	0.55	0.2	0	0.05	0.125	0.36668	0.47	0.41334	0	0.1	0.46666	0.14524	0.39334	0.16666	0.03334	0.39404	0.1	0.666675	0.06	0.37638
139	chr5	139454173	139454323	0.729175	0.25			1	0.80415	1		1	1	0.4375	0.666675	0.940975	1	1	0.525	0	0.964275	0.320825	1	0.083325	0.980775
140	chr5	140786743	140787038	0.3333333333	0.2	1	0		0.22	0.06666	1	0.63334	0.81	0	0	0.935	0.13834	0.77262	0	0.32358	0.91666	0.09	0.19666	0	0.96572
141	chr5	151645257	151645338		1	1	1		1	1	1		1	0.9333333333	0.7944333333	0.9583333333	1	0.9333333333	0.6964333333	1	0.6666666667	0.9523666667	1	0.9259333333	0.9618666667
142	chr5	157819563	157819714		0.9357142857	0.6428571429	0.9428571429	0.7381	1	1	0.9821428571	0.9523857143	1	0.7142857143	1	1	1	0.9857142857	0.7595285714	1	0.9821428571	0.9119	0.9714285714	0.5059428571	0.9751142857
143	chr5	173200887	173201082	0.8	0.9523857143	1	0.6891142857	0.7785714286	0.9761857143	1		0.8571428571	0.9357142857	0.7523857143	0.8452428571	1	0.9166714286	1	0.6428571429	0.3939857143	0.9727285714	0.9175	0.8	0.4471571429	0.9698857143
144	chr5	173312755	173312910		0.16666	1	0	0.30666	0.21666	0.25	0	0.43334	0.5	0	0.06666	0.44064	0.2	0.21666	0.02858		0.44692	0	0.23332	0	0.2786
145	chr5	173435218	173435419	0.3333333333	0.1666666667	1	0	0.6111333333	0	0	1	0.85	0.9629666667	0.4166666667	0.5	0.9333333333	0	1	0.08333333333	0.6666666667	0.9523666667	0.2333333333	0.2222	0.0909	0.8993333333
146	chr5	174343469	174343587	0.8889	1	1		1	1	1	1		1	1	1	1	1	0.9444333333		1	0.9333333333	1	0.9333333333	1	1
147	chr5	174366480	174366761	0.416675	0	1	0.083325	0.3	0.1	0.25	0.96666	0.76666	0.9	0.25	0.60334	1	0.31374	1	0	0.42	0.9214	0.13334	0.53332	0.06704	0.96932
148	chr5	178785181	178785599	0.21875	0	0.08333333333	0.1333285714	0.2166625	0.25	0.1428571429	0.15	0.114575	0.190775	0.1854125		0.342125	0.0416625	0.25	0.0625	0.104325	0.1671375	0.083325	0.18	0.1898875	0.2678625
149	chr5	178886884	178886917			0.6666666667	0.9166666667	1	1	0.3333	0.8055666667		1	0.7222333333	0.7666666667	1	0.8583333333	1	0.6428333333	0.5	1	0.9166666667	1	0.9047666667	0.8889
150	chr6	3262664	3262790	0	0.8055666667	1	0.3333333333	1	0		0.4746	0.5793666667	0.75	0.4444666667	0.5	1	0.5428666667	0.7777666667	0.8333333333	0.3333333333	0.5333333333	0.4722333333	0.5666666667	0.3516	0.6591
151	chr6	3742105	3742233	0.9027833333	0.9714285714	1	0.8095285714	1	0.9285714286	0.9523857143	1	1	0.9714285714	0.94445	0.9071428571	1	1	0.8214285714	1	1	0.9707428571	0.9523857143	1	0.9260142857	1
152	chr6	6581743	6582204	0.5740777778	0.3571428571	1	0	0.6574111111	0.8148111111	0.71667	1	0.89944	0.87571	0.2	0.3541625	0.82557	0.28333	1	0.1428571429	0.32667	0.81864	0.13333	0.75	0.06667	0.94373
153	chr6	15153484	15153598	0.6666666667		0.7222333333		1		0.6944333333	0.7428333333	0.3333333333		0.2222333333	0.5555666667	0.7166666667	0.3666666667	0.8333333333	0	0.5	0.7963	0.2222333333	0.5833333333	0	0.7979333333
154	chr6	17930709	17930916	0.75	0.3333333333	1		0.908325	0.83335	0.583325	1	0.625	1	0.776375	0.766675	0.977275	0.875	0.865075	0.875	0.766675	0.972225	0.875	1	0.784225	0.977275
155	chr6	34486445	34486634	0.4	0.5	1	0.58334	0.5	0.96	1	1	0.80002	0.96666	0.45238	0.9	0.98	1	0.93334	0.61666	0.43332	0.97142	0.85	0.97142	0.22	1
156	chr6	36428938	36429037			1	0.791675	1	1	0.858325	1	0.875	1	0.9375	0.916675	1	0.95	0.914275	0.916675	0.625	1	0.875	0.8125		0.94985
157	chr6	36841686	36842406	0.5		0.2666625	0.07142857143	0.375	0.2857142857	0.25	0.1291625	0.2	0.1904875	0.08125	0	0.3299125	0.1979125	0.179175	0.2190428571	0.05625	0.3197875	0.084825	0.265625	0.3494125	0.4198
158	chr6	36875050	36875245	0.1	0.14285	0.08974615385	0.1428571429	0.15222	0.03333333333	0		0.06666666667	0.29222	0.1	0.125	0.15318	0.1538461538	0.13	0	0.03333333333	0.1679466667	0.07619333333	0.1	0.04444666667	0.1699466667
159	chr6	37342272	37342440	0.5	1	0.86668	1	0.78334	0.75		0.86666	0.68334	0.8762	1	0.73334	0.7857	0.7354	0.86666	0.85	0.85286	0.83334	0.68334	0.85	0.69754	0.92142
160	chr6	43527404	43527731	0	0.175	0.25	0.125	0.1125	0.25	0.375	0	0	0.279175	0	0.25	0.15855	0.166675	0.16665	0	0	0.423625	0.0625	0.083325	0.035725	0.3625
161	chr6	43631402	43631577	0.6784	0.8571428571	0.5	0.8333333333	0.6	0.9166714286	1	1	0.9642857143	0.9523857143	0.9583285714	1	0.8948428571	0.9523857143	0.9714285714	0.7381	1	0.9761857143	0.9523857143	0.9285714286	0.8676142857	0.928
162	chr6	43751449	43751605	0.3333333333	1	1		1	1	1	1	0.791675	1	1	0.95	0.964275	1	1	1	1	1	0.952275	0.9375	1	0.955775
163	chr6	43751717	43751867	0.6	1	1	0.94445	0.9666666667	1	1	1	0.94445	1	1	1	0.93625	1	1	0.9111166667	1	0.9761833333	0.9833333333	1	0.9666666667	0.9709666667
164	chr6	44173341	44173668	0	0	0.03703333333	0	0.0208375	0.1037	0.02777777778	0.05555555556	0.05555555556	0.1111111111	0.1111111111	0.1111111111	0.05291111111	0.05	0.09444444444	0.03703333333	0.04211111111	0.06357777778	0.02222222222	0	0.04425555556	0.09254444444
165	chr6	56211423	56211608	0	0	0.7142857143	0	0.4479125	0.0729125	0.1875	0.36875	0	0.25	0.0625	0	0.41875	0.1666625	0.38125		0.2708375	0.4374875	0.1458375	0.3333285714	0.1254	0.366675
166	chr6	80882533	80882623		0.2777666667	1		0.8055666667	0.8333333333	0.6666666667	1	0.9444333333	0.9141333333	0.3333333333		0.9523666667	0.9444333333	1	0.5	0.5619	1	0.4722333333	1	0.0893	0.9347
167	chr6	109975500	109975676	0.333325	0.1	1		0.85	0.93334	0.7	0.86668	0.93334	1	0.125	0.76002	0.98	0.6419	0.96666	0.18332	0.3333333333	0.79166	0.45332	0.89334	0.18668	1
168	chr6	110496532	110496625	0.3333333333	0.5555666667		0.2222	0.8889		0.3333333333	0.9333333333	1	0.8491666667	0.1143	0.75	0.9523666667	0.2555666667	0.9166666667	0.1333333333		0.8888666667	0.2037	0.7222333333	0.25	1
169	chr6	132476417	132476483				0.6277666667	0.4277666667	1	1	0.7833333333	0.5277666667	0.7738	1	1	0.7111	0.9444333333	0.8592666667	0.8333333333	0.9166666667	0.9444333333	1	0.8333333333	0.9523666667	0.9220666667
170	chr6	139559901	139559937	0.2777666667	1	0.6666666667	0.1777666667	1	0.5	1	0.8333333333	1	1	0.7222333333	0.7222333333	0.9666666667	0.6805333333	0.9444333333	0.7222	0.9166666667	0.9743666667	0.7778	1	0.8333333333	0.9444666667
171	chr6	141234050	141234258	0.8333333333		1	0.3981444444	0.8796333333	1	0.7142857143	0.875	1	0.9444444444	0.6481555556	0.7310333333	0.9222222222	0.9351888889	1	0.7142857143	0.8125	0.9814777778	0.6722222222	0.9583375	0.7239333333	0.9363666667
172	chr6	144306399	144306498	1		1	0.8	0.8333333333	0.7778	1	1	0.80475	0.9583333333	0.9871833333	0.85555	1	1	1	0.8361166667	0.9666666667	0.9761833333	1	0.8	0.8889	0.9733
173	chr6	155661946	155662294	0.7		1	0.6666666667	0.8889	0.90555	1	1	0.8470166667	0.9333333333	0.7361166667	0.8333333333	1	1	0.9583333333	0.7777833333	0.9333333333	0.9148833333	0.8153333333	1	0.75555	0.9539666667
174	chr6	157923345	157923527		0.55555	0.5				0.3333333333	0.2277666667	0.5	0.25	0.2361166667	0.25	0.2083333333	0.2083333333	0.5722166667	0	0.2	0.3822833333	0.3457833333	0.33	0.1722166667	0.3611
175	chr6	157955112	157955207	0.75	0.875	1	0.766675	0.65	0.6666666667	1	0.95	1	0.8375	0.916675	1	0.9375	1	0.875	0.835425		0.940975	0.9226	0.854175	0.89285	0.8514
176	chr6	158773868	158773896	0.725			0.598725	1	1	1	0.9375	0.75	1	1	1	1	0.927075	0.775	0.625	1	0.83035	0.854175	1	0.75695	1
177	chr6	164688696	164688871	0.5	0.9	1	0.5611		0.8277833333	0.875	1	0.88334	1	0.6	0.5833333333	0.9478166667	0.6388833333	1	0.7777833333	0.3888833333	1	0.5447	0.8	0.5361	1
178	chr6	168598881	168599109	0.5		1	0	1	0.5	0.75	1	0.8333333333	1	0	0.6875	0.853325	0.175	1	0.03125	0	0.95805	0	0.458325	0.148225	1
179	chr7	316131	316198		1	1		0.8333333333	1	1	1	1	0.9583333333	1	1	1	1	0.9444333333	0.8	1	1	0.8333333333	0.8889	0.9107	1
180	chr7	976523	976714		0	0.125	0	0.5714285714	0.3148222222	0.1203666667	0.1481444444	0.2259222222	0.2129666667	0.09258888889	0	0.2599888889	0.1722222222	0.1783222222	0.08333333333	0.08703333333	0.4064777778	0.1388888889	0	0.05555555556	0.2232888889
181	chr7	1082022	1082155	0.5	0	1	0.29165	0.908325	0.416675	0	1	0.5	0.95	0.16665	0.1111	0.833325	0	1	0.2375	0.125	1	0.333325	0.791675	0.05	1
182	chr7	1206984	1207079	0.62666	0.76666	1	0.9	0.78	1	0.95	0.97778	0.85	1	0.97778	0.9	1	0.88928	0.96666	0.86	0.89334	1	0.69	0.91666	0.95	1
183	chr7	2749807	2749884	0.791675	0.8	1	0.5	0.75	1	1	0.875	0.770825	0.92955	0.9	0.916675	0.964275	0.958325	1	0.75	0.958325	1	0.803175	1	0.9375	1
184	chr7	17229200	17229453		0.875	1		0.7625	1	0.95	1	0.958325	1	0.571425	0.839275	1	0.911	0.964275	0.083325	1	0.927075	0.125	0.8125	0.22025	0.925675
185	chr7	36432887	36433032	0	0.1	0.33332	0.4375	0	0.25	0	0.13	0	0.46668	0.20716	0	0.42666		0.17318	0.1	0	0.40096	0.06192	0.06666	0.06666	0.43334
186	chr7	36433178	36433430	0.875		0.875	0.25		0.5	0.75	0.66785	0.208325	0.9	0.375	0.5	0.5875	0.6666666667	0.6216	0.083325	0.241975	0.5869	0.208325	0.4166666667	0.5	0.857125
187	chr7	47733667	47734288	0.6	0.2938631579	1	0.5467352941	0.66667	0.9431952381	0.6071428571	0.9587285714	0.835	0.9875	0.7125	0.5205190476	0.9860190476	0.8	0.8809952381	0.5238095238	0.5162666667	0.9160190476	0.3677952381	0.8714285714	0.1408333333	0.8675333333
188	chr7	51518457	51518740	0.6666666667	0.8	1	0.4166666667	0.7845166667	0.8611166667	0.7111	0.8611166667	0.875	1	0.3333333333		0.9666666667	1	0.9576666667	0.7	0.3833333333	0.8796333333	0.4777833333	0.9583333333	0.1266	0.98485
189	chr7	55341682	55341760		0.83334	1	0.56668		1	1	0.8	1	1	0.21666		0.92856	0.89556	0.94642	1	0.70286	1	0.6	0.76666	0.5184	0.96
190	chr7	55341788	55341924	0	0.8055666667	1	0.28332	0.33334	1	0.60334	1	0.85334	1	0	1	0.87286	0.6857	0.83928	0.35	0.21444	1	0.46	1	0.29116	1
191	chr7	55707271	55707419		0.3333333333	1	0.3444333333	0.5		0.6666666667	0.9444333333	1	0.8333333333	1		0.9629666667	0.85	1		1	0.9333333333	0.75	0.7777666667	0.08333333333	0.9166666667
192	chr7	56189126	56189758	0.7777833333	0.583325	1	0.0416625	0.9285714286	0.808325	0.75	1	0.9583375	1	0	0.6875	1	0.4895875	0.9375	0.09375	0.208325	0.958325	0	0.80625	0.1887	1
193	chr7	56239315	56239647	1	0.7777777778	0.7	0.81917	0.90475	0.875	1	0.90475	0.86571	0.81667	1	0.90667	0.94047	0.88238	0.9775	0.89	0.95	0.91071	0.87333	0.66667	0.75643	0.96889
194	chr7	67370863	67370949		1	1		1	1	1	0.9333333333	1	1	1	0.8333333333	1	0.9027666667	1	0.75	0.8154666667	1	0.9523666667	0.9166666667	0.2143	1
195	chr7	91701416	91701549			0.9166666667		0.8333333333	0.6944666667	0.8333333333	1		1	0.7778	0.2777666667	0.9166666667	0.4444333333	0.8426	0.7222333333	0.8777666667	1	0.5833333333	0.75	0.8055666667	0.8769
196	chr7	99851069	99851465	0.2727272727	0.09090909091	0.3863636364	0.35	0.3257636364	0.0625	0.6736083333	0.1763916667	0.1969636364	0.5033833333	0.402775	0.2222222222	0.4292333333	0.44305	0.1791666667	0.2999916667	0.1550333333	0.07576363636	0	0.5555583333	0.06944166667	0.247125
197	chr7	100933212	100933242		0		0.2222	0.5		0	0.8889	0.8333333333	1	0.06666666667	0	0.8040333333	0	1		0	0.7738	0	1	0	0.7333333333
198	chr7	102056730	102056991	0.5138916667	1	1	0.8397461538	1	1	0.9435923077	0.9230769231	0.9615384615	0.9844692308	0.9545454545	0.7	0.9690153846	1	0.9243615385	0.7719769231	0.9207769231	0.9514	0.8144307692	1	0.7897538462	0.9876769231
199	chr7	103203165	103203400	0.25		0.7777833333		0.58055	0.08333333333	0.2777666667	0.33334	0.5	0.6389	0	0.3333333333	0.7777833333	0.3055666667	0.55	0	0.1388833333	0.6728666667	0.07426666667	0.04166666667	0.01851666667	0.6322833333
200	chr7	107740436	107740944	0.31668	0.9	1	0.96	0.9		0.95	0.96	0.93334	0.91428	1	0.73334	0.975	0.89284	0.95	0.50666	0.8	0.94	0.46666		0.28318	0.9103
201	chr7	130326164	130326609		0.541675	0.75		0.770825	0.25	1	1	0.7625	1	1	0.750025	0.926775	0.95	1	0.875	0.914275	1	0.791675	0.705575	0.42145	0.972225
202	chr7	132374719	132375370		0.08333333333	0.8571428571	0.7777833333	0.7928571429	0.8571428571	0.6809571429	1	0.8125	1	0.1285714286		0.9806142857	0.8889	1	0.3360428571	0.2952285714	0.9004857143	0.2285714286	0.8472333333	0	0.9881
203	chr7	136218721	136219036	0.8333333333	0.75	1	0.5833333333	0.75595	0.916675		0.791675	0.6875	0.741675	1	1	0.927075	0.95	0.708325	0.666675	1	0.901775	0.8333333333	1	0.958325	0.94445
204	chr7	136479555	136479782	0.6666666667	0.5	0.9	0.02222222222	1	0.29997	0.35	1	0.83334	0.96667	0.01667	0.74167	0.96904	0.49571	0.88834	0.2592555556	0.20763	0.90238	0.32287	0.75	0	0.96904
205	chr7	139357426	139357727	1		1	0.8333333333	0.8333333333	0.9333333333	0.5555666667	0.9583333333	0.8889	0.9333333333	1	0.7444333333	1	1	0.8551333333	0.85	1	0.9166666667	1	1	0.9166666667	0.8834666667
206	chr7	151464580	151464712	0.3333333333	0.22334	0.58334	0.4	0.45	0.16666	0.25	0	0.3125	0.083325	0.2	0.20834	0.65	0.03334	0.44666	0.26666	0.05	0.23524	0.21332	0.25	0.0951	0.5111
207	chr8	197730	197957	0.1		0.9583333333	0	0.6	0.5833333333	0.05555	0.7639	0.7389	1	0.02083333333	0.08333333333	0.9722166667	0	1	0	0.1574	0.9388833333	0.2083166667	0.8611166667	0.03333333333	0.85
208	chr8	10993320	10993643	0	0	0.09524285714	0.04761428571	0.2222166667	0.1785714286	0.05714285714	0	0.07142857143	0.0728	0.2142857143	0.03571428571	0.45	0.1199	0.3476142857	0	0.0347	0.2177	0.1095285714	0	0.1293571429	0.1553285714
209	chr8	10323108	10323150	1			0.916675	1	1	0.958325	0.916675	0.854175	0.916675	0.7125	0.916675	0.9641	0.625	0.92855	0.6875	0.5	0.776775	0.689	0.83335	0	0.962925
210	chr8	8009276	8009312		0.93334	1	0.91	0.52		1	0.95	0.80002	0.975	1	0.85	0.92142	0.96666	1	1	0.86668	0.9581	0.94284	1	0.96	0.955
211	chr8	22666312	22666462	0.5625	0.7916625	1	0.9285714286	0.885425	0.8928571429	0.8291625	0.7124875	0.916675	0.8083375	0.8749875	0.720675	0.953125	0.839875	1	0.4375	0.91875	0.791675	0.8559	0.8611166667	0.7499875	0.8080375
212	chr8	25480537	25480756	0.541675		1		1		0.25	1	0.7222333333	1	0.41665	0.59285	0.823	0.828575	0.915975	0.333325	0.458325	0.94445	0.633925	0.875	0.48215	0.95
213	chr8	27874622	27874863	0.08332857143	0.1874875	0.5	0.208325	0.05	0.1354125	0.1375	0.221425	0.166675	0.3479125	0.114575	0.0625	0.4388875	0.1791625	0.5416625	0.1388833333	0.077375	0.4066	0.05	0.0729125	0.079325	0.3592625
214	chr8	28935625	28936391	0.09721666667	0.375	0.3125	0.3190428571	0.5238142857	0.4479125	0.2381	0.1666625	0.320825	0.4458375	0.4687625	0.1428571429	0.5394875	0.18125	0.2375	0.125	0.2625	0.2447875	0.102375	0.1666666667	0.121025	0.417575
215	chr8	30593445	30593782	0	0	1	0.08333333333	0.7222166667	0.4444333333	0	1	0.43055	0.96805	0.03333333333	0.25555	0.8871666667	0	0.9583333333	0	0	0.91785	0	0.8888833333	0	0.8680666667
216	chr8	30835280	30835536	0.2435923077	0.2307692308	0.3589692308	0.5384538462	0.25	0.1923076923	0.3307692308	0.5499916667	0	0.4432307692	0.4965076923	0.2692307692	0.6038461538	0.4654769231	0.5897461538	0.5869166667	0.5421	0.3323538462	0.2767923077	0.3355307692	0.3363538462	0.3319384615
217	chr8	48774069	48774160		0.75	1	0.5527666667	0.55	0.6111166667	0.9166666667	0.5833333333	0.9166666667	0.5861	0.5833333333		0.6107166667	0.75	0.6865	0.8277833333	0.4166666667	1	0.6567333333	0.8611166667	0.5910666667	0.6797166667
218	chr8	58845634	58845841	0.6666666667		0.93334	0.6666666667	1	1	1	1	0.53334	1	1	0.96666	1	0.93184	1	0.86832	0.86666	0.86786	0.95	0.95	0.63334	0.94924
219	chr8	96093232	96093451	0.5555666667	0.7777666667	1	0.9333333333	0.7778	0.8055666667	1	0.8333333333	0.9583333333	0.9107	0.6666666667	0.8889	1	1	1		0.8472333333	0.9629666667	1	1		1
220	chr8	125696869	125696960	0.7222333333	0.5555666667	1	0.8889	0.85	0.9333333333	1	1	0.8968	1	0.9333333333	0.8055666667	1	0.8571333333	0.8491666667	0.8		0.9697	0.8586	1	0.8333333333	1
221	chr8	125815338	125815457	0.8333333333	0.5		0.06666666667	0.8333333333	0.8111	0.7666666667	1	0.4444333333	0.6944666667	0	0.2222	0.9074	1	1	0.2777666667	0.1944666667	0.9722333333	0	0.5555666667	0	0.8884666667
222	chr8	126253014	126253235			0.3611		0.6111	0		0.3698666667		0.2	0	0.1111	0.4634666667	0	0.5079333333	0.05556666667	0.1666666667	0.4907333333	0.3166666667		0.04166666667	0.5370333333
223	chr8	126625083	126625179			0.9	0.2	0.63336	0.75	1	1	0.9	1	0.18	0.34666	1	1	0.98182	0.06666	0.53334	0.86668	0.24166	0.8	0.21214	0.96182
224	chr8	134373685	134373788	0.8	0.3	0.95	0.78	0.96	1	1	0.71668	1	1	1	0.2	1	1	0.93334	1	0.96666	0.96364	0.7	1	0.75	0.96462
225	chr8	134607217	134607527		0.75		0.625	0.8125	1	0.6666666667	0.85	1	1	0.5	0.75	0.860125	1	1	0.3333333333	0.65625	1	0.5	1	0.573325	0.975
226	chr8	134664108	134664262	0		1	0	1	0.43332	0	1	0.46666	0.8	0	0.53	1	0.9	0.92778	0.1	0.41666	1	0.25714	0.6	0	0.83778
227	chr8	135838376	135838560	0.8605428571	1	0.9285714286	0.7654714286	1	1	1	0.9642857143	0.7374142857	1	0.9714285714	1	0.8971	1	0.9761857143	0	0.9523857143	0.9542142857	0.9285714286	0.9642857143	0.9761857143	0.9780285714
228	chr9	35933868	35933951		0.8333333333	1	0.2222333333	0.8889	1	0.8777666667	1	0.5555666667	0.9444333333	0.8333333333	1	0.9583333333	1	0.8690333333	1	0.3833333333		0.7111333333		0.3055333333	0.9487333333
229	chr9	90515621	90515837	0.4881	0.6	1	0.9523857143	0.8809571429	0.8952428571	1	1	0.9428571429	0.5238	1		1	0.9642857143	1	0.9115571429	1	1	0.9821428571	0.9523714286	1	1
230	chr9	101864135	101864513	0.68333	0.8484909091	1	0.7298636364	0.9	1		0.9870090909	0.9439363636	1	0.8257636364	0.9697	0.9899	0.9636363636	1	0.55	0.6824727273	0.9917363636	0.6439363636	0.875	0.7757545455	0.9528545455
231	chr9	103203025	103203400	0.10833	0.4702357143	0.8981555556	0.1346153846	0.3047571429	0.3011857143	0.6666666667	0.2294142857	0.3636363636	0.35	0.1130928571	0.1435923077	0.6678571429	0.2307692308	0.2440428571	0.2115384615	0.03571428571	0.3707428571	0.1809642857	0.5757545455	0.1245857143	0.5289
232	chr9	103203924	103204058	0	0	1	0	0.3333333333	0.30555		0.79445	0.6666666667	0.8055666667	0.02381666667	0.6388833333	0.9345166667	0	0.80555	0	0	0.88195	0.05265	0	0	0.7822333333
233	chr9	106769688	106769835	0.625	1	1	0.77	1	1	1	0.975	0.9	0.9	1	0.8	0.96	1	1	0.9	1	0.90364	0.94284	0.80334	1	0.97142
234	chr9	106800958	106801423	0.04761428571	0.2857	0.875	0	0.5833375	0.4508875	0.1875	0.5	0.6860125	0.8333428571	0.15625	0.4595285714	0.8392875	0.4762	0.6354125	0.398225	0.3848125	0.796875	0.148975	0.684075	0.1887	0.7556625
235	chr9	107177629	107178046	0.1666666667	0.2	0.8863636364	0	0.6212090909	0.5		0.8469727273	0.3333272727	0.8560636364	0.02272727273	0.2045454545	0.7800909091	0.1318181818	0.85	0	0.05302727273	0.6591818182	0.04545454545	0.6333363636	0.009090909091	0.8613909091
236	chr9	107233870	107233972		0.916675	1	0.845825	1	0	1	1	0.908325	1	0.914275	0.77085	1	1	0.95	1	1	1	1	0.9375	0.7381	1
237	chr9	108663431	108663656	0.6666666667		1	0.5	0.9583333333	0.9166666667	1	0.9523666667		1		0.8333333333	0.9722333333	0.8889	1	0.2888666667	1	1	0.2722333333	0.7583333333	0.08333333333	1
238	chr9	125808220	125808477		0.5	0.7777833333	0.583325	1	0.69445	0.75	0.75	0.94445	0.9761833333	0.7083333333	1	0.9333333333	0.7833333333	1	0.8166666667	0.63095	0.9666666667	0.6388833333	0.7999833333	0.3111166667	0.8857166667
239	chr9	125853942	125854204	0	0.3333285714	0.2916666667	0.375	0.1428571429	0.2142857143	0.2309571429	0.07142857143	0	0.1904714286	0.2095285714	0.125	0.1131	0.2023857143	0.1729571429	0.03571428571	0.06122857143	0.3793571429	0.1071428571	0.1190428571	0.1761857143	0.1936428571
240	chr9	133180864	133180989		0.5	0.8333333333		1	0.7666666667	1	0.9166666667	0.7857	1	0.8333333333	1	0.8592666667	0.8889	0.9166666667	1	1	0.8889	0.9333333333		0.55	0.8974333333
241	chr9	134229411	134229527		0.3333333333	1	0.25	0.75		0.1111	1	0.5	1	0.25	0	0.9259333333	0	1	0.08333333333	0.3333	0.9487333333	0.4524	0.6389	0	0.9666666667
